e_cblp,e_cp,e_cparhdr,e_maxalloc,e_sp,e_lfanew,NumberOfSections,CreationYear,FH_char0,FH_char1,FH_char2,FH_char3,FH_char4,FH_char5,FH_char6,FH_char7,FH_char8,FH_char9,FH_char10,FH_char11,FH_char12,FH_char13,FH_char14,MajorLinkerVersion,MinorLinkerVersion,AddressOfEntryPoint,BaseOfCode,BaseOfData,ImageBase,SectionAlignment,FileAlignment,MajorOperatingSystemVersion,MinorOperatingSystemVersion,MajorImageVersion,MinorImageVersion,MajorSubsystemVersion,MinorSubsystemVersion,SizeOfHeaders,CheckSum,Subsystem,OH_DLLchar0,OH_DLLchar1,OH_DLLchar2,OH_DLLchar3,OH_DLLchar4,OH_DLLchar5,OH_DLLchar6,OH_DLLchar7,OH_DLLchar8,OH_DLLchar9,OH_DLLchar10,SizeOfStackReserve,SizeOfStackCommit,SizeOfHeapReserve,SizeOfHeapCommit,LoaderFlags,sus_sections,non_sus_sections,packer,packer_type,E_text,E_data,E_file,fileinfo,class,CompressionRatio,CodeDensity
144,3,4,65535,184,192,2,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,7,10,0,4096,4096,1,1,1,4,0,0,0,4,0,1,32944,2,0,0,0,0,1,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,1,0,NoPacker,0.0,0.0,5.646763337339666,1,0,6.480041472265422e-05,0.0
144,3,4,65535,184,184,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,9,0,0,4096,4096,1,1,1,6,1,6,1,6,1,1,56535,3,1,0,1,0,1,0,0,0,0,0,0,262144,4096,1048576,4096,1,0,1,0,NoPacker,0.0,0.0,3.547352420642417,1,0,0.00021701388888888888,0.0
144,3,4,65535,184,216,5,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,8,0,112712,4096,315392,1,1,1,4,0,0,0,4,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,0,5,0,NoPacker,5.99043914628293,4.675223266567116,5.167528948206727,0,0,5.758033608490566e-07,0.1792452830188679
144,3,4,65535,184,208,3,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,7,10,22674,8192,40960,0,1,1,5,2,5,2,4,0,1,6776025,2,0,0,0,0,1,0,0,1,0,0,0,262144,8192,1048576,4096,1,0,3,0,NoPacker,6.6021235867047245,0.5134905185915475,7.999542050916269,1,0,1.4856315657487048e-07,0.004563860169980021
144,3,4,65535,184,224,4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,132365,4096,200704,0,1,1,6,1,6,1,5,0,1,246835,3,1,1,1,0,0,0,0,1,0,0,0,262144,8192,1048576,4096,1,1,3,0,NoPacker,6.087077009894874,5.544204032968864,6.092610792714536,1,0,4.37598459653422e-06,0.8536320672151234
144,3,4,65535,184,248,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,743166,4096,1683456,1,1,1,4,0,0,0,4,0,1,2399324,2,0,0,0,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,0,4,0,NoPacker,6.517235936286229,4.828503064695544,6.404218397890469,1,0,4.225585412603062e-07,0.7096279118509078
144,3,4,65535,184,224,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,10,5164,4096,8192,1,1,1,6,2,6,2,6,2,1,92734,2,1,0,1,0,0,0,0,1,0,0,0,262144,8192,1048576,4096,1,1,4,0,NoPacker,5.71471526832052,0.2990509103346658,7.145351726556944,1,0,1.220703125e-05,0.03125
144,3,4,65535,184,256,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,170552,4096,200704,1,1,1,5,0,0,0,5,0,1,642478,3,1,0,1,0,0,0,0,1,0,0,0,1048576,4096,1048576,4096,1,1,4,0,NoPacker,6.330163563634319,4.010591975980328,6.058240179663599,1,0,1.7252087502587813e-06,0.3356566144503485
144,3,4,65535,184,248,5,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,6,0,693827,4096,696320,0,1,1,4,0,0,0,4,0,1,893636,2,0,0,0,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,4,1,Armadillov1xxv2xx,6.61853233240548,4.342344001652895,6.712170718631243,1,0,1.1561869878091644e-06,0.800340381449211
144,3,4,65535,184,248,5,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,10,0,114721,4096,184320,0,1,1,5,1,0,0,5,1,1,303010,2,0,0,1,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,4,0,NoPacker,6.505148124904756,4.876267625598553,6.395648292941835,1,0,3.82473532831528e-06,0.6853925708340983
144,3,4,65535,184,224,6,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,9,0,344514,4096,458752,1,1,1,5,0,0,0,5,0,1,650502,2,1,0,1,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,2,4,0,NoPacker,6.571811404764804,4.303359112579278,6.449907087554134,1,0,1.5616801179380824e-06,0.7084280752604882
144,3,4,65535,184,240,5,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,8,0,1430263,4096,1433600,1,1,1,4,0,0,0,4,0,1,1932488,2,1,0,1,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,4,0,NoPacker,6.5726954608358215,1.0916591211723303,6.145676355978843,0,0,5.230760217767009e-07,0.7477392654338811
144,3,4,65535,184,192,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,9,0,0,4096,4096,1,1,1,5,0,0,0,5,0,1,100179,2,1,0,1,0,1,0,0,0,0,0,0,1048576,4096,1048576,4096,1,0,1,0,NoPacker,0.0,0.0,4.232981528592334,1,0,1.4824478178368122e-05,0.0
144,3,4,65535,184,248,4,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,9,0,29197,4096,40960,1,1,1,6,1,6,1,5,1,1,107026,3,1,0,1,0,0,0,0,0,0,0,0,262144,4096,1048576,4096,1,1,3,0,NoPacker,6.059914728601568,4.302290862777592,6.183654479054286,1,0,1.7635440180586906e-05,0.6049661399548533
144,3,4,65535,184,224,5,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,6,0,5659,4096,8192,0,1,1,4,0,0,0,4,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,4,1,Armadillov1xxv2xx,3.435235818632273,1.035849675310618,1.8082390239904271,1,0,4.053341980462892e-05,0.16602488751976005
144,3,4,65535,184,240,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,10,54767,4096,61440,1,1,1,6,2,6,2,6,2,1,106660,3,1,0,1,0,0,0,0,1,0,0,0,262144,8192,1048576,4096,1,1,4,0,NoPacker,6.204015592720326,1.4774691919916525,6.256358789474464,1,0,1.4909351145038167e-05,0.816793893129771
144,3,4,65535,184,248,4,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,8,0,5389,4096,8192,0,1,1,4,0,0,0,5,1,1,43081,3,1,0,0,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,3,0,NoPacker,5.843449772329774,0.1473650753047697,6.238471582061974,1,0,6.390593047034765e-05,0.22903885480572597
144,3,4,65535,184,224,4,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,6,0,6396,4096,28672,1,1,1,4,0,0,0,4,0,1,86903,3,0,0,0,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,0,4,1,Armadillov171,6.244465135733442,0.7770353505301788,5.140730493150612,1,0,1.8325758686409617e-05,0.45037384547720277
144,3,4,65535,184,224,3,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,6,0,17014,4096,20480,1,1,1,4,0,0,0,4,0,1,5945968,2,0,0,0,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,0,3,1,Armadillov171,6.38169587100793,3.632344041803554,7.997789699101024,1,0,1.6942582266402453e-07,0.0026023806361194167
144,3,4,65535,184,256,5,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,7,10,63493,4096,122880,1,1,1,4,0,0,0,4,0,1,497994,2,0,0,0,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,4,0,NoPacker,6.747575977321362,3.301260539201744,5.856302645947869,1,0,2.196913775528138e-06,0.2609582059123344
144,3,4,65535,184,240,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,10,22029,4096,24576,1,1,1,6,2,6,2,6,2,1,63203,2,1,0,1,0,0,0,0,1,0,0,0,262144,8192,1048576,4096,1,1,4,0,NoPacker,6.075363105869592,0.913255380590322,5.960707565419677,1,0,3.150201612903226e-05,0.6129032258064516
144,3,4,65535,184,256,4,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,8,0,188241,4096,196608,1,1,1,4,0,0,0,5,1,1,266158,3,1,0,0,0,0,0,0,0,0,0,0,1048576,4096,10000,4096,1,1,3,0,NoPacker,6.727805357072315,1.8725087207643885,6.166550726538402,1,0,3.795700230778574e-06,0.7210008502368517
144,3,4,65535,184,232,5,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,6,0,12409,4096,16384,1,1,1,4,0,5,3,4,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,4,1,Armadillov1xxv2xx,4.82597645286866,0.4933523080927464,3.4399161773362943,1,0,2.7072391575071743e-05,0.3326655476744816
144,3,4,65535,184,256,5,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,9,0,707233,4096,712704,1,1,1,5,0,0,0,5,0,1,869250,2,0,0,0,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,4,0,NoPacker,6.541947144536244,4.836705407057997,6.74838606464054,1,0,1.1522861356932153e-06,0.8135693215339233
144,3,4,65535,184,256,5,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,7,10,1000143,4096,1044480,0,1,1,4,0,5,0,4,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1048576,4096,4096,4096,1,1,4,0,NoPacker,6.453445173737404,2.1073434505320816,6.431813055237677,1,0,8.165238294314381e-07,0.8494983277591973
144,3,4,65535,184,232,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,10,20095,4096,28672,1,1,1,6,2,6,2,6,2,1,73443,3,1,0,1,0,0,0,0,1,0,0,0,262144,8192,1048576,4096,1,1,4,0,NoPacker,5.723913935417042,2.4327592246602987,5.575378130245773,1,0,3.3103813559322034e-05,0.711864406779661
144,3,4,65535,184,272,4,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,7,10,165424,4096,176128,0,1,1,4,0,0,0,4,0,1,226319,2,0,0,0,0,0,0,0,0,0,0,0,1048576,4096,4096,4096,1,1,3,0,NoPacker,6.610467598900849,3.946699885797064,6.510729902605268,1,0,4.478521013220594e-06,0.7589839131525206
144,3,4,65535,184,176,3,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,8,0,0,4096,4096,1,1,1,4,0,0,0,4,0,1,35839,2,0,0,0,0,1,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,2,0,NoPacker,0.0,0.0,6.595280327940985,0,0,8.865248226950355e-05,0.0
144,3,4,65535,184,240,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,10,384396,4096,413696,1,1,1,6,2,6,2,5,1,1,1065314,2,1,0,1,0,0,0,0,1,0,0,0,262144,32768,1048576,4096,1,1,4,0,NoPacker,6.507043480949965,2.859673498058498,6.34718829570957,1,0,9.541402051783097e-07,0.39081582804103565
144,3,4,65535,184,264,5,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,6,0,51792,4096,57344,1,1,1,4,0,0,0,4,0,1,112851,2,0,0,0,0,0,0,0,0,0,0,0,2097152,2097152,1048576,4096,1,1,4,0,NoPacker,6.262705488554541,0.5737051656854372,6.156996986172709,1,0,9.714019272614236e-06,0.5172520982281629
144,3,4,65535,184,248,5,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,6,0,115859,4096,151552,1,1,1,4,0,0,0,4,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,4,1,Armadillov1xxv2xx,6.535146754671338,2.3287145082937397,6.120299800716619,1,0,5.307404891304348e-06,0.782608695652174
144,3,4,65535,184,232,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,10,18779,4096,20480,1,1,1,6,2,6,2,6,2,1,76797,3,1,0,1,0,0,0,0,1,0,0,0,262144,8192,1048576,4096,1,1,4,0,NoPacker,6.069669810347768,2.233855198120164,5.937797150840445,1,0,3.90625e-05,0.64
144,3,4,65535,184,128,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,537134,8192,540672,1,1,1,4,0,0,0,4,0,1,615726,2,1,0,1,0,1,0,0,1,0,0,0,1048576,4096,1048576,4096,1,1,2,1,NETexecutableMicrosoft,6.350862006660674,0.0,6.511642706059089,0,0,1.6883678210600248e-06,0.8938354314117456
144,3,4,65535,184,176,2,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,6,0,0,4096,4096,1,1,1,4,0,0,0,4,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,1,0,NoPacker,0.0,0.0,6.46214417087981,0,0,8.030941611842105e-07,0.0
144,3,4,65535,184,256,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,20799,4096,28672,1,1,1,5,0,9,0,5,0,1,376525,2,0,0,0,0,0,0,0,1,0,0,0,1048576,4096,1048576,4096,1,0,4,0,NoPacker,6.293324718659292,3.9251611870748304,4.523038424913694,1,0,3.0085684028112062e-06,0.06623664195629152
144,3,4,65535,184,184,3,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,7,10,0,4096,4096,0,1,1,4,0,0,0,4,0,1,152806,2,0,0,0,0,1,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,2,0,NoPacker,1.7919419220656772,0.0,4.777229325575685,1,0,9.164222873900293e-06,0.0
144,3,4,65535,184,264,7,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,9,0,179697,4096,196608,1,1,1,5,0,0,0,5,0,1,277657,2,1,0,1,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,3,4,0,NoPacker,6.308705618086694,2.7279601429968685,6.311457808827997,0,0,4.306038788797409e-06,0.8047125288504599
144,3,4,65535,184,240,5,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,9,0,6348,4096,8192,1,1,1,5,0,0,0,5,0,1,10434,2,1,0,1,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,4,0,NoPacker,6.047001661308474,0.2787473243127146,5.655042817443344,0,0,0.00010850694444444444,0.3888888888888889
144,3,4,65535,184,256,4,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,9,0,33705,4096,40960,0,1,1,5,0,0,0,5,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,3,0,NoPacker,6.6150113615442825,2.1901326357009463,6.519371798502587,0,0,2.146291208791209e-05,0.7582417582417582
144,3,4,65535,184,216,5,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,6,0,12538,4096,28672,1,1,1,4,0,6,0,4,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,1048576,4096,1048576,4096,1,1,4,0,NoPacker,6.44010554949795,4.801003752715386,7.998196528460823,0,0,8.451959400843978e-08,0.002033879510219095
144,3,4,65535,184,224,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,10,18878,4096,73728,1,1,1,6,2,6,2,6,2,1,143451,2,1,0,1,0,0,0,0,1,0,0,0,262144,32768,1048576,4096,1,1,4,0,NoPacker,6.41981165487645,1.086029211050246,6.39707621302366,1,0,1.2131211180124223e-05,0.8509316770186336
144,3,4,65535,184,192,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,10,0,0,4096,4096,1,1,1,5,1,0,0,5,1,1,126877,2,0,0,1,0,1,0,0,0,0,0,0,1048576,4096,1048576,4096,1,0,1,0,NoPacker,0.0,0.0,3.7212885081160327,1,0,1.2189176011701609e-05,0.0
144,3,4,65535,184,256,5,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,9,0,702521,4096,909312,1,1,1,5,0,0,0,5,0,1,1254360,2,1,0,1,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,4,0,NoPacker,6.305774334551252,4.615954726979354,6.290080424156967,1,0,8.098477486232589e-07,0.7305992873339812
144,3,4,65535,184,232,5,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,9,0,4936,4096,40960,1,1,1,6,1,6,1,6,1,1,47088,3,1,0,1,0,0,0,0,0,0,0,0,262144,4096,1048576,4096,1,2,3,0,NoPacker,4.869197432397077,2.717889940457784,5.12893783051585,1,0,2.44140625e-05,0.7875
144,3,4,65535,184,184,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,9,0,0,4096,4096,1,1,1,6,1,6,1,5,0,1,20163,2,1,0,1,0,1,0,0,0,0,0,0,1048576,4096,1048576,4096,1,0,1,0,NoPacker,0.0,0.0,3.526027440929542,1,0,0.00010279605263157894,0.0
144,3,4,65535,184,248,4,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,10,0,218147,4096,270336,1,1,1,6,1,6,1,6,1,1,323688,3,1,0,1,0,0,0,0,0,0,0,0,262144,4096,1048576,4096,1,1,3,0,NoPacker,6.427291484574569,2.4765311025906604,6.461365080815472,1,0,3.321641156462585e-06,0.8724489795918368
144,3,4,65535,184,240,4,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,7,10,16645,4096,106496,0,1,1,5,2,5,2,4,0,1,129483,2,0,0,0,0,0,0,0,0,0,0,0,262144,4096,1048576,4096,1,1,3,0,NoPacker,6.607488035916755,3.9351727373213015,6.592549586108335,1,0,8.256274768824306e-06,0.8285336856010568
144,3,4,65535,184,288,5,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,7,10,204110,4096,876544,0,1,1,5,0,5,0,4,0,1,1123129,2,0,0,0,0,0,0,0,0,0,0,0,262144,4096,1048576,4096,1,2,3,0,NoPacker,6.487460212454579,5.774270527948074,6.455170214590339,1,0,9.329611440342733e-07,0.8139600841904137
144,3,4,65535,184,248,4,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,7,10,22944,4096,24576,0,1,1,4,0,0,0,4,0,1,91253,2,0,0,0,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,3,0,NoPacker,6.191122234280169,4.662778660509664,5.991153670178878,0,0,1.6137361218693518e-05,0.33049315775884325
144,3,4,65535,184,216,4,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,6,0,4802,4096,20480,1,1,1,4,0,0,0,4,0,1,57398,2,0,0,0,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,0,4,1,Armadillov171,6.467058004933877,1.3618114057666215,5.134369008068938,1,0,2.1929824561403507e-05,0.35929824561403506
144,3,4,65535,184,224,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,10,651430,4096,753664,1,1,1,6,2,6,2,6,2,1,969830,2,1,0,1,0,0,0,0,1,0,0,0,262144,8192,1048576,4096,1,1,4,0,NoPacker,6.301369134889818,4.882219061767113,6.6185122738002775,1,0,1.0339465325569085e-06,0.7744838538909475
144,3,4,65535,184,256,5,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,10,0,110129,4096,196608,1,1,1,5,1,0,0,5,1,1,306632,2,1,0,1,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,4,0,NoPacker,6.567646279249662,4.04338251299234,6.385858213088144,1,0,3.521325145078596e-06,0.6742915093808102
144,3,4,65535,184,224,6,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,6,0,40921,4096,69632,1,1,1,4,0,0,0,4,0,1,173895,2,0,0,0,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,5,1,Armadillov1xxv2xx,6.6638507346887,2.2288159888495325,6.090479251936178,1,0,8.994099870484962e-06,0.5894373291121024
144,3,4,65535,184,248,5,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,9,0,300374,4096,327680,1,1,1,5,0,0,0,5,0,1,564469,2,0,0,0,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,4,0,NoPacker,6.219208339083488,4.553449461192416,6.538788870365788,1,0,1.9707384751213976e-06,0.6326543482373715
144,3,4,65535,184,232,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,10,9196,4096,12288,1,1,1,6,2,6,2,6,2,1,57282,3,1,0,1,0,0,0,0,1,0,0,0,262144,8192,1048576,4096,1,1,4,0,NoPacker,6.1641965713738776,0.2990509103346658,5.694256873681469,1,0,7.512019230769231e-05,0.5
144,3,4,65535,184,232,3,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,6,0,20055,4096,40960,1,1,1,4,0,0,0,4,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,0,3,1,Armadillov171,6.387583300897692,2.4883423243636047,5.313135841175646,0,0,1.6276041666666666e-05,0.6
144,3,4,65535,184,256,5,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,7,10,638050,4096,700416,1,1,1,4,0,0,0,4,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,4,0,NoPacker,6.671551190181837,5.180657068125117,6.708851297689595,1,0,1.214629975124378e-06,0.845771144278607
144,3,4,65535,184,232,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,10,87347,4096,106496,1,1,1,6,2,6,2,6,2,1,184592,2,1,0,1,0,0,0,0,1,0,0,0,1048576,8192,1048576,4096,1,1,4,0,NoPacker,6.265039513687943,2.7453874649038954,6.668565129331504,1,0,5.517302259887006e-06,0.5480225988700564
144,3,4,65535,184,264,5,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,8,0,264398,4096,360448,1,1,1,4,0,0,0,4,0,1,516924,2,0,0,0,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,4,0,NoPacker,6.570281335067792,3.7413440537343146,6.36871167967789,1,0,1.9457069920926466e-06,0.6933565780461989
144,3,4,65535,184,264,5,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,7,10,358085,4096,421888,1,1,1,4,0,0,0,4,0,1,824622,2,0,0,0,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,4,0,NoPacker,6.492076446830243,1.3644629193749598,5.110259995584935,1,0,1.2447967495867275e-06,0.520066123603338
144,3,4,65535,184,240,5,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,6,0,7128,4096,32768,1,1,1,4,0,0,0,4,0,1,109530,2,0,0,0,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,4,1,Armadillov1xxv2xx,6.09018018161792,0.7184341249279835,4.8734097217140055,1,0,1.4249886000911993e-05,0.40857273141814865
144,3,4,65535,184,264,5,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,9,0,985811,4096,1167360,1,1,1,5,0,0,0,5,0,1,1718607,2,0,0,0,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,4,0,NoPacker,6.504863566855804,2.041539450029806,5.9364638138638455,1,0,6.039230843559764e-07,0.7015943569426998
144,3,4,65535,184,272,5,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,6,0,133776,4096,167936,0,1,1,4,0,0,0,4,0,1,290421,2,0,0,0,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,4,0,NoPacker,6.581626320481605,5.640526230962916,6.431091498184913,1,0,4.198152812762385e-06,0.6878253568429891
144,3,4,65535,184,224,4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,109394,4096,176128,1,1,1,5,0,8,0,5,0,1,229246,3,1,0,1,0,0,0,0,1,0,0,0,1048576,8192,1048576,4096,1,1,3,0,NoPacker,5.948742429996314,2.704501460084724,5.973492592330182,1,0,5.151240418692821e-06,0.8756284513310805
144,3,4,65535,184,248,4,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,8,0,2518843,4096,3305472,1,1,1,6,0,6,0,5,0,1,3534245,2,1,0,1,0,0,0,0,0,0,0,0,262144,4096,1048576,4096,1,1,3,0,NoPacker,6.541637990156399,5.869378476261325,6.592949657599112,1,0,2.858913750002859e-07,0.9438349240329439
144,3,4,65535,184,248,4,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,7,0,2491954,4096,2658304,0,1,1,4,0,7,0,4,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,3,0,NoPacker,6.603867131549112,4.555108676797321,6.700776974249786,1,0,3.294745276653171e-07,0.8744939271255061
144,3,4,65535,184,184,2,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,7,10,0,4096,4096,1,1,1,4,0,0,0,4,0,1,33338,2,0,0,0,0,1,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,1,0,NoPacker,0.0,0.0,6.317737948719763,0,0,7.175660160734788e-05,0.0
144,3,4,65535,184,200,3,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,7,10,22898,8192,40960,0,1,1,5,2,5,2,4,0,1,9055122,2,0,0,0,0,1,0,0,1,0,0,0,262144,8192,1048576,4096,1,0,3,0,NoPacker,6.583587434397277,0.5134905185915475,7.999639080920469,1,0,1.1090989591328088e-07,0.0034639378691635886
144,3,4,65535,184,272,5,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,8,0,525822,4096,610304,1,1,1,4,0,0,0,4,0,1,1432556,2,0,0,0,0,0,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,4,0,NoPacker,6.472553626050617,3.4939278759706505,6.301327026186142,1,0,6.987885801175083e-07,0.42361122757587444
144,3,4,65535,184,232,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,10,59160,4096,61440,1,1,1,6,2,6,2,6,2,1,107879,3,1,0,1,0,0,0,0,1,0,0,0,262144,8192,1048576,4096,1,1,4,0,NoPacker,5.368215692758194,0.9689492790543208,5.486250932935213,1,0,1.4575559701492537e-05,0.835820895522388
144,3,4,65535,184,128,3,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,8,0,135006,8192,139264,0,1,1,4,0,0,0,4,0,1,203389,3,1,0,1,0,1,0,0,0,0,0,0,1048576,4096,1048576,4096,1,1,2,0,NoPacker,5.790812334071979,0.0,5.459766339563295,1,0,7.180606617647059e-06,0.9117647058823529
144,3,4,65535,184,224,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,10,14363,4096,16384,1,1,1,6,2,6,2,6,2,1,70959,3,1,0,1,0,0,0,0,1,0,0,0,262144,8192,1048576,4096,1,1,4,0,NoPacker,6.290338687364996,5.301075126193814,5.897774222479408,1,0,4.8828125e-05,0.575
144,3,4,65535,184,128,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,112718,8192,114688,1,1,1,4,0,0,0,4,0,1,177601,2,1,0,1,0,1,0,0,1,0,0,0,1048576,4096,1048576,4096,1,1,2,1,NETexecutableMicrosoft,6.930649063017529,0.0,6.908709667630959,0,0,8.76577840112202e-06,0.9200561009817672
